"cell_id","admin_level","admin_id","admin_name","parent_id"
260224,"ADM2","KAZ005001","Balkhash District","KAZ005"
260225,"ADM0","Kazakhstan","KAZ",NA
260225,"ADM1","KAZ005","Almaty Region","Kazakhstan"
260225,"ADM2","KAZ005001","Balkhash District","KAZ005"
260226,"ADM0","Kazakhstan","KAZ",NA
260226,"ADM1","KAZ005","Almaty Region","Kazakhstan"
260226,"ADM2","KAZ005001","Balkhash District","KAZ005"
260226,"ADM2","KAZ005003","Ile District","KAZ005"
260227,"ADM0","Kazakhstan","KAZ",NA
260227,"ADM1","KAZ005","Almaty Region","Kazakhstan"
260227,"ADM2","KAZ005001","Balkhash District","KAZ005"
260228,"ADM0","Kazakhstan","KAZ",NA
260228,"ADM1","KAZ005","Almaty Region","Kazakhstan"
260228,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
260228,"ADM2","KAZ005001","Balkhash District","KAZ005"
260228,"ADM2","KAZ010006","Koksu District","KAZ010"
261658,"ADM0","Kazakhstan","KAZ",NA
261658,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261658,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
261658,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261658,"ADM2","KAZ009004","Moiynkum District","KAZ009"
261658,"ADM2","KAZ009006","Shu District","KAZ009"
261659,"ADM0","Kazakhstan","KAZ",NA
261659,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261659,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
261659,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261659,"ADM2","KAZ009004","Moiynkum District","KAZ009"
261660,"ADM0","Kazakhstan","KAZ",NA
261660,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261660,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261661,"ADM0","Kazakhstan","KAZ",NA
261661,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261661,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261662,"ADM0","Kazakhstan","KAZ",NA
261662,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261662,"ADM2","KAZ005001","Balkhash District","KAZ005"
261662,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261663,"ADM0","Kazakhstan","KAZ",NA
261663,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261663,"ADM2","KAZ005001","Balkhash District","KAZ005"
261663,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261664,"ADM0","Kazakhstan","KAZ",NA
261664,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261664,"ADM2","KAZ005001","Balkhash District","KAZ005"
261664,"ADM2","KAZ005003","Ile District","KAZ005"
261664,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261665,"ADM0","Kazakhstan","KAZ",NA
261665,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261665,"ADM2","KAZ005001","Balkhash District","KAZ005"
261665,"ADM2","KAZ005003","Ile District","KAZ005"
261665,"ADM2","KAZ005010","Zhambyl District","KAZ005"
261666,"ADM0","Kazakhstan","KAZ",NA
261666,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261666,"ADM2","KAZ005001","Balkhash District","KAZ005"
261666,"ADM2","KAZ005003","Ile District","KAZ005"
261667,"ADM0","Kazakhstan","KAZ",NA
261667,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261667,"ADM2","KAZ005001","Balkhash District","KAZ005"
261667,"ADM2","KAZ005003","Ile District","KAZ005"
261668,"ADM0","Kazakhstan","KAZ",NA
261668,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261668,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
261668,"ADM2","KAZ005001","Balkhash District","KAZ005"
261668,"ADM2","KAZ010005","Kerbulak District","KAZ010"
261668,"ADM2","KAZ010006","Koksu District","KAZ010"
261669,"ADM0","Kazakhstan","KAZ",NA
261669,"ADM1","KAZ005","Almaty Region","Kazakhstan"
261669,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
261669,"ADM2","KAZ005001","Balkhash District","KAZ005"
261669,"ADM2","KAZ010005","Kerbulak District","KAZ010"
261669,"ADM2","KAZ010006","Koksu District","KAZ010"
263099,"ADM0","Kazakhstan","KAZ",NA
263099,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263099,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
263099,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263099,"ADM2","KAZ009004","Moiynkum District","KAZ009"
263099,"ADM2","KAZ009006","Shu District","KAZ009"
263100,"ADM0","Kazakhstan","KAZ",NA
263100,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263100,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
263100,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263100,"ADM2","KAZ009002","Korday District","KAZ009"
263100,"ADM2","KAZ009006","Shu District","KAZ009"
263101,"ADM0","Kazakhstan","KAZ",NA
263101,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263101,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
263101,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263101,"ADM2","KAZ009002","Korday District","KAZ009"
263102,"ADM0","Kazakhstan","KAZ",NA
263102,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263102,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263103,"ADM0","Kazakhstan","KAZ",NA
263103,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263103,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263104,"ADM0","Kazakhstan","KAZ",NA
263104,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263104,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263105,"ADM0","Kazakhstan","KAZ",NA
263105,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263105,"ADM2","KAZ005003","Ile District","KAZ005"
263105,"ADM2","KAZ005010","Zhambyl District","KAZ005"
263106,"ADM0","Kazakhstan","KAZ",NA
263106,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263106,"ADM2","KAZ005003","Ile District","KAZ005"
263107,"ADM0","Kazakhstan","KAZ",NA
263107,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263107,"ADM2","KAZ005001","Balkhash District","KAZ005"
263107,"ADM2","KAZ005003","Ile District","KAZ005"
263107,"ADM2","KAZ005008","Talgar District","KAZ005"
263108,"ADM0","Kazakhstan","KAZ",NA
263108,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263108,"ADM2","KAZ005001","Balkhash District","KAZ005"
263108,"ADM2","KAZ005003","Ile District","KAZ005"
263108,"ADM2","KAZ005008","Talgar District","KAZ005"
263109,"ADM0","Kazakhstan","KAZ",NA
263109,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263109,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
263109,"ADM2","KAZ005001","Balkhash District","KAZ005"
263109,"ADM2","KAZ005008","Talgar District","KAZ005"
263109,"ADM2","KAZ010005","Kerbulak District","KAZ010"
263109,"ADM2","KAZ010006","Koksu District","KAZ010"
263110,"ADM0","Kazakhstan","KAZ",NA
263110,"ADM1","KAZ005","Almaty Region","Kazakhstan"
263110,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
263110,"ADM2","KAZ005008","Talgar District","KAZ005"
263110,"ADM2","KAZ010005","Kerbulak District","KAZ010"
263110,"ADM2","KAZ010006","Koksu District","KAZ010"
264541,"ADM0","Kazakhstan","KAZ",NA
264541,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264541,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
264541,"ADM2","KAZ005010","Zhambyl District","KAZ005"
264541,"ADM2","KAZ009002","Korday District","KAZ009"
264542,"ADM0","Kazakhstan","KAZ",NA
264542,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264542,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
264542,"ADM2","KAZ005010","Zhambyl District","KAZ005"
264542,"ADM2","KAZ009002","Korday District","KAZ009"
264543,"ADM0","Kazakhstan","KAZ",NA
264543,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264543,"ADM2","KAZ005010","Zhambyl District","KAZ005"
264544,"ADM0","Kazakhstan","KAZ",NA
264544,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264544,"ADM2","KAZ005010","Zhambyl District","KAZ005"
264545,"ADM0","Kazakhstan","KAZ",NA
264545,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264545,"ADM2","KAZ005003","Ile District","KAZ005"
264545,"ADM2","KAZ005010","Zhambyl District","KAZ005"
264546,"ADM0","Kazakhstan","KAZ",NA
264546,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264546,"ADM2","KAZ005003","Ile District","KAZ005"
264547,"ADM0","Kazakhstan","KAZ",NA
264547,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264547,"ADM2","KAZ005003","Ile District","KAZ005"
264548,"ADM0","Kazakhstan","KAZ",NA
264548,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264548,"ADM2","KAZ005003","Ile District","KAZ005"
264548,"ADM2","KAZ005006","Qonayev","KAZ005"
264548,"ADM2","KAZ005008","Talgar District","KAZ005"
264549,"ADM0","Kazakhstan","KAZ",NA
264549,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264549,"ADM2","KAZ005006","Qonayev","KAZ005"
264549,"ADM2","KAZ005008","Talgar District","KAZ005"
264550,"ADM0","Kazakhstan","KAZ",NA
264550,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264550,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
264550,"ADM2","KAZ005006","Qonayev","KAZ005"
264550,"ADM2","KAZ005008","Talgar District","KAZ005"
264550,"ADM2","KAZ010005","Kerbulak District","KAZ010"
264551,"ADM0","Kazakhstan","KAZ",NA
264551,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264551,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
264551,"ADM2","KAZ005006","Qonayev","KAZ005"
264551,"ADM2","KAZ010005","Kerbulak District","KAZ010"
264552,"ADM0","Kazakhstan","KAZ",NA
264552,"ADM1","KAZ005","Almaty Region","Kazakhstan"
264552,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
264552,"ADM2","KAZ005006","Qonayev","KAZ005"
264552,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265981,"ADM0","Kazakhstan","KAZ",NA
265981,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265981,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
265981,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265981,"ADM2","KAZ009002","Korday District","KAZ009"
265982,"ADM0","Kazakhstan","KAZ",NA
265982,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265982,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
265982,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265982,"ADM2","KAZ009002","Korday District","KAZ009"
265983,"ADM0","Kazakhstan","KAZ",NA
265983,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265983,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265984,"ADM0","Kazakhstan","KAZ",NA
265984,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265984,"ADM2","KAZ005003","Ile District","KAZ005"
265984,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265985,"ADM0","Kazakhstan","KAZ",NA
265985,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265985,"ADM2","KAZ005003","Ile District","KAZ005"
265985,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265986,"ADM0","Kazakhstan","KAZ",NA
265986,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265986,"ADM2","KAZ005003","Ile District","KAZ005"
265986,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265987,"ADM0","Kazakhstan","KAZ",NA
265987,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265987,"ADM2","KAZ005003","Ile District","KAZ005"
265987,"ADM2","KAZ005010","Zhambyl District","KAZ005"
265988,"ADM0","Kazakhstan","KAZ",NA
265988,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265988,"ADM2","KAZ005003","Ile District","KAZ005"
265988,"ADM2","KAZ005006","Qonayev","KAZ005"
265989,"ADM0","Kazakhstan","KAZ",NA
265989,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265989,"ADM2","KAZ005003","Ile District","KAZ005"
265989,"ADM2","KAZ005006","Qonayev","KAZ005"
265989,"ADM2","KAZ005008","Talgar District","KAZ005"
265990,"ADM0","Kazakhstan","KAZ",NA
265990,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265990,"ADM2","KAZ005006","Qonayev","KAZ005"
265990,"ADM2","KAZ005008","Talgar District","KAZ005"
265991,"ADM0","Kazakhstan","KAZ",NA
265991,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265991,"ADM2","KAZ005006","Qonayev","KAZ005"
265992,"ADM0","Kazakhstan","KAZ",NA
265992,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265992,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265992,"ADM2","KAZ005006","Qonayev","KAZ005"
265992,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265993,"ADM0","Kazakhstan","KAZ",NA
265993,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265993,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265993,"ADM2","KAZ005002","Enbekshikazakh District","KAZ005"
265993,"ADM2","KAZ005006","Qonayev","KAZ005"
265993,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265994,"ADM0","Kazakhstan","KAZ",NA
265994,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265994,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265994,"ADM2","KAZ005002","Enbekshikazakh District","KAZ005"
265994,"ADM2","KAZ005006","Qonayev","KAZ005"
265994,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265995,"ADM0","Kazakhstan","KAZ",NA
265995,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265995,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265995,"ADM2","KAZ005002","Enbekshikazakh District","KAZ005"
265995,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265996,"ADM0","Kazakhstan","KAZ",NA
265996,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265996,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265996,"ADM2","KAZ005002","Enbekshikazakh District","KAZ005"
265996,"ADM2","KAZ005009","Uygur District","KAZ005"
265996,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265997,"ADM0","Kazakhstan","KAZ",NA
265997,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265997,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265997,"ADM2","KAZ005002","Enbekshikazakh District","KAZ005"
265997,"ADM2","KAZ005009","Uygur District","KAZ005"
265997,"ADM2","KAZ010005","Kerbulak District","KAZ010"
265997,"ADM2","KAZ010007","Panfilov District","KAZ010"
265998,"ADM0","Kazakhstan","KAZ",NA
265998,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265998,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265998,"ADM2","KAZ005009","Uygur District","KAZ005"
265998,"ADM2","KAZ010007","Panfilov District","KAZ010"
265999,"ADM0","Kazakhstan","KAZ",NA
265999,"ADM1","KAZ005","Almaty Region","Kazakhstan"
265999,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
265999,"ADM2","KAZ005009","Uygur District","KAZ005"
265999,"ADM2","KAZ010007","Panfilov District","KAZ010"
266000,"ADM0","Kazakhstan","KAZ",NA
266000,"ADM1","KAZ005","Almaty Region","Kazakhstan"
266000,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
266000,"ADM2","KAZ005009","Uygur District","KAZ005"
266000,"ADM2","KAZ010007","Panfilov District","KAZ010"
266001,"ADM0","Kazakhstan","KAZ",NA
266001,"ADM1","KAZ005","Almaty Region","Kazakhstan"
266001,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
266001,"ADM2","KAZ005009","Uygur District","KAZ005"
266001,"ADM2","KAZ010007","Panfilov District","KAZ010"
266002,"ADM0","Kazakhstan","KAZ",NA
266002,"ADM1","KAZ005","Almaty Region","Kazakhstan"
266002,"ADM1","KAZ010","Jetisu Region","Kazakhstan"
266002,"ADM2","KAZ005009","Uygur District","KAZ005"
266002,"ADM2","KAZ010007","Panfilov District","KAZ010"
267420,"ADM0","Kazakhstan","KAZ",NA
267420,"ADM1","KAZ005","Almaty Region","Kazakhstan"
267420,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
267420,"ADM2","KAZ005010","Zhambyl District","KAZ005"
267420,"ADM2","KAZ009002","Korday District","KAZ009"
267420,"ADM2","KAZ009006","Shu District","KAZ009"
267421,"ADM0","Kazakhstan","KAZ",NA
267421,"ADM1","KAZ005","Almaty Region","Kazakhstan"
267421,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
267421,"ADM2","KAZ005010","Zhambyl District","KAZ005"
267421,"ADM2","KAZ009002","Korday District","KAZ009"
267422,"ADM0","Kazakhstan","KAZ",NA
267422,"ADM1","KAZ005","Almaty Region","Kazakhstan"
267422,"ADM1","KAZ009","Jambyl Region","Kazakhstan"
267422,"ADM2","KAZ005010","Zhambyl District","KAZ005"
267422,"ADM2","KAZ009002","Korday District","KAZ009"
267423,"ADM0","Kazakhstan","KAZ",NA
267423,"ADM1","KAZ005","Almaty Region","Kazakhstan"
267423,"ADM2","KAZ005010","Zhambyl District","KAZ005"
267424,"ADM0","Kazakhstan","KAZ",NA
267424,"ADM1","KAZ005","Almaty Region","Kazakhstan"
267424,"ADM2","KAZ005010","Zhambyl District","KAZ005"
267425,"ADM0","Kazakhstan","KAZ",NA
267425,"ADM1","KAZ005","Almaty Region","Kazakhstan"
267425,"ADM2","KAZ005010","Zhambyl District","KAZ005"
267426,"ADM0","Kazakhstan","KAZ",NA
267426,"ADM1","KAZ005","Almaty Region","Kazakhstan"
